id,month,abg_sku,combo_code,upc,brand,valid_from,valid_to,description,combo_pack_price,qty_items,qty_value,qty_unit,fline_price,combo_price,total_savings,comments
10937,2026-04,227430,227432,80686958055,472968,2026-04-01,2026-04-30,SUNTORY HAKU VDK 6P,65.0,2   B,2.0,B,32.09,23.1,25.27,CONTAINS: 2B LITER SUNTORY HAKU VODKA & 1B 700ML KANADE PCH
10938,2026-04,228440,227432,80686014065,805558,2026-04-01,2026-04-30,SUNT KANADE PEACH 6P,65.0,1   B,1.0,B,26.09,18.78,25.27,CONTAINS: 2B LITER SUNTORY HAKU VODKA & 1B 700ML KANADE PCH
10939,2026-04,227540,227541,80686958031,472967,2026-04-01,2026-04-30,SUNTORY ROKU GIN 6P,63.0,2   B,2.0,B,30.09,21.97,23.27,CONTAINS: 2B 750ML SUNTORY ROKU GIN & 1B 700ML KANADE YUZU
10940,2026-04,228340,227541,80686010005,805577,2026-04-01,2026-04-30,SUNT KANADE YUZU 6P,63.0,1   B,1.0,B,26.09,19.05,23.27,CONTAINS: 2B 750ML SUNTORY ROKU GIN & 1B 700ML KANADE YUZU
10941,2026-04,231641,231642,87116019126,236484,2026-04-01,2026-04-30,PRAIRIE ORGANIC VOD,213.0,4   B,4.0,B,19.09,16.62,31.64,"CONTAINS: 750ML 4B EA ORGANIC 80, CUCUMBER, ORGANIC GIN"
10942,2026-04,811441,231642,87116019034,330983,2026-04-01,2026-04-30,PRAIRIE GIN,213.0,4   B,4.0,B,22.98,20.0,31.64,"CONTAINS: 750ML 4B EA ORGANIC 80, CUCUMBER, ORGANIC GIN"
10943,2026-04,1354641,231642,87116019058,333894,2026-04-01,2026-04-30,PRAIRIE CUCUMBER,213.0,4   B,4.0,B,19.09,16.62,31.64,"CONTAINS: 750ML 4B EA ORGANIC 80, CUCUMBER, ORGANIC GIN"
10944,2026-04,231641,231654,87116019126,236484,2026-04-01,2026-04-30,PRAIRIE ORGANIC VOD,45.0,3   B,3.0,B,19.09,12.33,24.64,"CONTAINS: 1BTL 750ML KAMORA, 3BTL 750ML PRAIRIE VODKA"
10945,2026-04,1571040,231654,80686250401,589589,2026-04-01,2026-04-30,KAMORA COFFEE LIQ,45.0,1   B,1.0,B,12.37,7.99,24.64,"CONTAINS: 1BTL 750ML KAMORA, 3BTL 750ML PRAIRIE VODKA"
10946,2026-04,221020,237821,96749021147,180243,2026-04-01,2026-04-30,EVAN WILL BLACK 86PF,75.0,1   B,1.0,B,28.08,20.37,28.35,CONTAINS: 3BT 1.75L EVAN W BLBRY & 1BT 1.75L EVAN W BLACK
10947,2026-04,237820,237821,9674900670,782445,2026-04-01,2026-04-30,EVAN WILL BLBRY WSKY,75.0,3   B,3.0,B,25.09,18.2,28.35,CONTAINS: 3BT 1.75L EVAN W BLBRY & 1BT 1.75L EVAN W BLACK
10948,2026-04,221030,237831,96749021246,180243,2026-04-01,2026-04-30,EVAN WILL BLACK 86PF,55.0,2   B,2.0,B,19.07,13.74,21.28,CONTAINS: 2BT LITER EA EVAN WILLIAMS BLBRY &  BLACK
10949,2026-04,237830,237831,9674900672,782445,2026-04-01,2026-04-30,EVAN WILL BLBRY WSKY,55.0,2   B,2.0,B,19.07,13.74,21.28,CONTAINS: 2BT LITER EA EVAN WILLIAMS BLBRY &  BLACK
10950,2026-04,221040,237841,96749021345,180243,2026-04-01,2026-04-30,EVAN WILL BLACK 86PF,49.0,1   B,1.0,B,17.09,12.25,19.36,CONTAINS: 3BT 750ML EVAN W BLBRY & 1BT 750ML EVAN W BLACK
10951,2026-04,237840,237841,9674900671,782445,2026-04-01,2026-04-30,EVAN WILL BLACKBERRY,49.0,3   B,3.0,B,17.09,12.25,19.36,CONTAINS: 3BT 750ML EVAN W BLBRY & 1BT 750ML EVAN W BLACK
10952,2026-04,221060,237861,96749021642,180243,2026-04-01,2026-04-30,EVAN WILL BLACK 86PF,170.0,12  B,12.0,B,9.39,7.83,33.76,CONTAINS: 12BT 375ML EA EVAN WILLIAMS BLBRY & BLACK
10953,2026-04,237860,237861,9674900669,782445,2026-04-01,2026-04-30,EVAN WILL BBRY WSKY,170.0,12  B,12.0,B,7.59,6.33,33.76,CONTAINS: 12BT 375ML EA EVAN WILLIAMS BLBRY & BLACK
10954,2026-04,242040,242042,80686016762,641221,2026-04-01,2026-04-30,KNOB CREEK BBN 6P,226.54,1   C,1.0,C,38.09,29.9,62.0,CONTAINS: 1C EA 750ML KNOB CREEK BBN & 355ML -196 CRUSH VP
10955,2026-04,5983761,242042,80686010357,790227,2026-04-01,2026-04-30,-196 CRUSH VAR#2 3X8,226.54,1   C,1.0,C,20.0,15.7,62.0,CONTAINS: 1C EA 750ML KNOB CREEK BBN & 355ML -196 CRUSH VP
10956,2026-04,254061,254062,82184000342,581318,2026-04-01,2026-04-30,JACK DAN HONEY PET,88.0,3   B,3.0,B,12.89,9.77,28.01,"CONTAINS: 3BTL 375ML EA JACK DANIEL HONEY,APPLE & FIRE"
10957,2026-04,264360,254062,82184004388,580868,2026-04-01,2026-04-30,JACK DAN APPLE,88.0,3   B,3.0,B,12.89,9.77,28.01,"CONTAINS: 3BTL 375ML EA JACK DANIEL HONEY,APPLE & FIRE"
10958,2026-04,830060,254062,82184001561,581786,2026-04-01,2026-04-30,JACK DAN FIRE PET,88.0,3   B,3.0,B,12.89,9.77,28.01,"CONTAINS: 3BTL 375ML EA JACK DANIEL HONEY,APPLE & FIRE"
10959,2026-04,254061,254063,82184000342,581318,2026-04-01,2026-04-30,JACK DAN HONEY PET,123.0,6   B,6.0,B,12.89,10.88,22.7,"CONTAINS: 6 BTL 375ML, 6 BTL 200ML & 1 BTL 50ML OF JD HONEY"
10960,2026-04,254071,254063,82184000625,581318,2026-04-01,2026-04-30,JACK DAN HONEY PET,123.0,6   B,6.0,B,8.01,6.76,22.7,"CONTAINS: 6 BTL 375ML, 6 BTL 200ML & 1 BTL 50ML OF JD HONEY"
10961,2026-04,254090,254063,82184000359,581318,2026-04-01,2026-04-30,JACK DAN HONEY120/10,123.0,1   B,1.0,B,20.3,17.13,22.7,"CONTAINS: 6 BTL 375ML, 6 BTL 200ML & 1 BTL 50ML OF JD HONEY"
10962,2026-04,50840,256343,840202260020,443182,2026-04-01,2026-04-30,GLENDALOUGH WL GIN6P,144.54,2   B,2.0,B,32.09,20.84,78.0,"CONTAINS: GLNDLGH 2BT750MLEA, DBL BARREL, POTSTILL, BOTGIN"
10963,2026-04,256340,256343,840202260006,432988,2026-04-01,2026-04-30,GLENDALOUGH DBL BA6P,144.54,2   B,2.0,B,32.09,20.84,78.0,"CONTAINS: GLNDLGH 2BT750MLEA, DBL BARREL, POTSTILL, BOTGIN"
10964,2026-04,2566540,256343,735850483931,509042,2026-04-01,2026-04-30,GLENDALOUGH POT STIL,144.54,2   B,2.0,B,47.09,30.58,78.0,"CONTAINS: GLNDLGH 2BT750MLEA, DBL BARREL, POTSTILL, BOTGIN"
10965,2026-04,260030,260031,80686001201,404618,2026-04-01,2026-04-30,JIM BEAM BBN,67.77,2   B,2.0,B,25.09,22.59,7.5,CONTAINS: 2B LITER JIM BEAM BBN & 1B LITER PINEAPPLE
10966,2026-04,2600130,260031,80686009962,732828,2026-04-01,2026-04-30,JIM BEAM PINEAPPLE,67.77,1   B,1.0,B,25.09,22.59,7.5,CONTAINS: 2B LITER JIM BEAM BBN & 1B LITER PINEAPPLE
10967,2026-04,264360,264361,82184004388,580868,2026-04-01,2026-04-30,JACK DAN APPLE,123.0,6   B,6.0,B,12.89,10.88,22.7,"CONTAINS: 6 BTL 375ML, 6 BTL 200ML & 1 BTL 50ML OF JD APPLE"
10968,2026-04,264370,264361,82184004746,580868,2026-04-01,2026-04-30,JACK DAN APPLE,123.0,6   B,6.0,B,8.01,6.76,22.7,"CONTAINS: 6 BTL 375ML, 6 BTL 200ML & 1 BTL 50ML OF JD APPLE"
10969,2026-04,264390,264361,82184004395,580868,2026-04-01,2026-04-30,JACK DAN APP 120/10,123.0,1   B,1.0,B,20.3,17.13,22.7,"CONTAINS: 6 BTL 375ML, 6 BTL 200ML & 1 BTL 50ML OF JD APPLE"
10970,2026-04,268620,268623,85156803682,248915,2026-04-01,2026-04-30,KETEL VOD 80,184.99,3   B,3.0,B,41.0,33.66,40.28,"CONTAINS: 3BTTL EACH 1.75L, 750ML, 375ML"
10971,2026-04,268640,268623,85156515417,248915,2026-04-01,2026-04-30,KETEL VOD 80,184.99,3   B,3.0,B,24.0,19.7,40.28,"CONTAINS: 3BTTL EACH 1.75L, 750ML, 375ML"
10972,2026-04,268660,268623,85156122158,248915,2026-04-01,2026-04-30,KETEL VOD 80 12P,184.99,3   B,3.0,B,10.09,8.28,40.28,"CONTAINS: 3BTTL EACH 1.75L, 750ML, 375ML"
10973,2026-04,268630,268628,85156610419,248915,2026-04-01,2026-04-30,KETEL VOD 80,53.99,1   B,1.0,B,35.0,29.48,10.1,CONTAINS: 1BTL EACH LITER 80PROOF & RED
10974,2026-04,442030,268628,88110021405,248937,2026-04-01,2026-04-30,J WALKER RED,53.99,1   B,1.0,B,29.09,24.5,10.1,CONTAINS: 1BTL EACH LITER 80PROOF & RED
10975,2026-04,268630,268629,85156610419,248915,2026-04-01,2026-04-30,KETEL VOD 80,350.99,1   C,1.0,C,35.0,25.07,139.01,"CONTAINS: 1CS LITER 80PROOF,1BTL EA LITER CITROEN/ORANJE"
10976,2026-04,271733,268629,85156410002,263830,2026-04-01,2026-04-30,KETEL ORANJE,350.99,1   B,1.0,B,35.0,25.07,139.01,"CONTAINS: 1CS LITER 80PROOF,1BTL EA LITER CITROEN/ORANJE"
10977,2026-04,272430,268629,85156010004,248916,2026-04-01,2026-04-30,KETEL CITROEN,350.99,1   B,1.0,B,35.0,25.07,139.01,"CONTAINS: 1CS LITER 80PROOF,1BTL EA LITER CITROEN/ORANJE"
10978,2026-04,268630,268631,85156610419,248915,2026-04-01,2026-04-30,KETEL VOD 80,104.0,3   B,3.0,B,35.0,26.0,36.0,CONTAINS: 3BTL LITER 80PR & 1BTL LITER BOTANICAL CUCUMBER
10979,2026-04,3287030,268631,85156810000,459343,2026-04-01,2026-04-30,KETEL ONE BOT CUC/MT,104.0,1   B,1.0,B,35.0,26.0,36.0,CONTAINS: 3BTL LITER 80PR & 1BTL LITER BOTANICAL CUCUMBER
10980,2026-04,268630,268634,85156610419,248915,2026-04-01,2026-04-30,KETEL VOD 80,65.09,1   B,1.0,B,35.0,26.77,20.0,CONTAINS: 1BTL EACH LITER KETEL 80PROOF & JW BLACK
10981,2026-04,443035,268634,88110011406,248933,2026-04-01,2026-04-30,J WALKER BLK NO BOX,65.09,1   B,1.0,B,50.09,38.31,20.0,CONTAINS: 1BTL EACH LITER KETEL 80PROOF & JW BLACK
10982,2026-04,268630,268635,85156610419,248915,2026-04-01,2026-04-30,KETEL VOD 80,104.0,3   B,3.0,B,35.0,26.0,36.0,CONTAINS: 3BTL LITER 80PROOF & 1BTL LITER BOTANICAL GRAPEFR
10983,2026-04,3287230,268635,85156710003,456487,2026-04-01,2026-04-30,KETEL ONE BOT GRF/RS,104.0,1   B,1.0,B,35.0,26.0,36.0,CONTAINS: 3BTL LITER 80PROOF & 1BTL LITER BOTANICAL GRAPEFR
10984,2026-04,268630,268655,85156610419,248915,2026-04-01,2026-04-30,KETEL VOD 80,104.0,3   B,3.0,B,35.0,26.0,36.0,CONTAINS: 3BTL LITER 80PR & 1BTL LITER BOTANICAL PEACH
10985,2026-04,3287130,268655,85156610006,456486,2026-04-01,2026-04-30,KETEL ONE BOT PCH/OR,104.0,1   B,1.0,B,35.0,26.0,36.0,CONTAINS: 3BTL LITER 80PR & 1BTL LITER BOTANICAL PEACH
10986,2026-04,268740,268743,88076188679,649942,2026-04-01,2026-04-30,KETEL ESP MART RTS,79.99,3   B,3.0,B,18.99,17.47,6.95,CONTAINS: 3BTL EACH 750ML & 375ML ESPRESSO MARTINI
10987,2026-04,268760,268743,8807618866200,649942,2026-04-01,2026-04-30,KETEL ESPMART RTS12P,79.99,3   B,3.0,B,9.99,9.19,6.95,CONTAINS: 3BTL EACH 750ML & 375ML ESPRESSO MARTINI
10988,2026-04,268840,268842,88076188655,669790,2026-04-01,2026-04-30,KETEL COSMO RTS,79.99,3   B,3.0,B,18.99,17.47,6.95,CONTAINS: 3BTL EACH 750ML & 375ML
10989,2026-04,268860,268842,88076188648,669790,2026-04-01,2026-04-30,KETEL COSMO RTS 12PK,79.99,3   B,3.0,B,9.99,9.19,6.95,CONTAINS: 3BTL EACH 750ML & 375ML
10990,2026-04,228340,271044,80686010005,805577,2026-04-01,2026-04-30,SUNT KANADE YUZU 6P,450.0,1   C,1.0,C,26.09,23.22,55.62,CONTAINS: 1C EA 750ML SUNTORY TOKI/700ML KANADE YUZU & PCH
10991,2026-04,228440,271044,80686014065,805558,2026-04-01,2026-04-30,SUNT KANADE PEACH 6P,450.0,1   C,1.0,C,26.09,23.22,55.62,CONTAINS: 1C EA 750ML SUNTORY TOKI/700ML KANADE YUZU & PCH
10992,2026-04,271040,271044,80686957010,508377,2026-04-01,2026-04-30,SUNTORY TOKI 6P,450.0,1   C,1.0,C,32.09,28.56,55.62,CONTAINS: 1C EA 750ML SUNTORY TOKI/700ML KANADE YUZU & PCH
10993,2026-04,277040,277041,87116000810,392020,2026-04-01,2026-04-30,REVEL LEI'D PINAPP,74.99,2   B,2.0,B,16.49,12.49,23.95,"CONTAINS: 2B-750 EACH REVEL ST LEI PAPLE,NT CR,RT EVIL 6PK"
10994,2026-04,277240,277041,87116003378,504847,2026-04-01,2026-04-30,REVEL NUT CRUSH PB,74.99,2   B,2.0,B,16.49,12.49,23.95,"CONTAINS: 2B-750 EACH REVEL ST LEI PAPLE,NT CR,RT EVIL 6PK"
10995,2026-04,277440,277041,87116000933,414150,2026-04-01,2026-04-30,REVEL ROOT EVIL,74.99,2   B,2.0,B,16.49,12.49,23.95,"CONTAINS: 2B-750 EACH REVEL ST LEI PAPLE,NT CR,RT EVIL 6PK"
10996,2026-04,277240,278741,87116003378,504847,2026-04-01,2026-04-30,REVEL NUT CRUSH PB,74.99,2   B,2.0,B,16.49,12.49,23.95,"CONTAINS: 2B 750ML EA SMOREGASM, NUT CRUSHER, ROOT OF EVIL"
10997,2026-04,277440,278741,87116000933,414150,2026-04-01,2026-04-30,REVEL ROOT EVIL,74.99,2   B,2.0,B,16.49,12.49,23.95,"CONTAINS: 2B 750ML EA SMOREGASM, NUT CRUSHER, ROOT OF EVIL"
10998,2026-04,278740,278741,87116008397,611874,2026-04-01,2026-04-30,REVEL STOKE SMORES,74.99,2   B,2.0,B,16.49,12.49,23.95,"CONTAINS: 2B 750ML EA SMOREGASM, NUT CRUSHER, ROOT OF EVIL"
10999,2026-04,280041,280345,720815920101,805633,2026-04-01,2026-04-30,TEMPLETON STR RYE 6P,95.0,1   B,1.0,B,28.15,21.84,27.42,CONTAINS: 1BTL EA TEMPL BBN & RYE & NIGHT RYE & CORR REPO
11000,2026-04,280342,280345,720815922006,671883,2026-04-01,2026-04-30,TEMPLETON NIGHTRYE6P,95.0,1   B,1.0,B,33.09,25.67,27.42,CONTAINS: 1BTL EA TEMPL BBN & RYE & NIGHT RYE & CORR REPO
11001,2026-04,280343,280345,720815922044,692615,2026-04-01,2026-04-30,TEMPLETON STR BBN6P,95.0,1   B,1.0,B,33.09,25.67,27.42,CONTAINS: 1BTL EA TEMPL BBN & RYE & NIGHT RYE & CORR REPO
11002,2026-04,3804041,280345,720815930131,509225,2026-04-01,2026-04-30,CORRALEJO REPOSAD 6P,95.0,1   B,1.0,B,28.09,21.79,27.42,CONTAINS: 1BTL EA TEMPL BBN & RYE & NIGHT RYE & CORR REPO
11003,2026-04,280041,280346,720815920101,805633,2026-04-01,2026-04-30,TEMPLETON STR RYE 6P,282.99,3   B,3.0,B,28.15,28.15,0.0,CONTAINS: 3BTLS ES 750ML MIDNIGHT RYE & BOURBON & STRAIGHT
11004,2026-04,280342,280346,720815922006,671883,2026-04-01,2026-04-30,TEMPLETON NIGHTRYE6P,282.99,3   B,3.0,B,33.09,33.09,0.0,CONTAINS: 3BTLS ES 750ML MIDNIGHT RYE & BOURBON & STRAIGHT
11005,2026-04,280343,280346,720815922044,692615,2026-04-01,2026-04-30,TEMPLETON STR BBN6P,282.99,3   B,3.0,B,33.09,33.09,0.0,CONTAINS: 3BTLS ES 750ML MIDNIGHT RYE & BOURBON & STRAIGHT
11006,2026-04,331430,331631,721059000550,252697,2026-04-01,2026-04-30,W TURKEY 101 RYE 6P,49.63,1   B,1.0,B,31.09,24.42,13.55,CONTAINS: WILD TURKEY 101 & 101 RYE 1BTL-750ML EACH
11007,2026-04,331630,331631,721059891004,295030,2026-04-01,2026-04-30,W TURKEY 101,49.63,1   B,1.0,B,32.09,25.2,13.55,CONTAINS: WILD TURKEY 101 & 101 RYE 1BTL-750ML EACH
11008,2026-04,331620,331641,721059891752,295030,2026-04-01,2026-04-30,W TURKEY 101,199.99,3   B,3.0,B,48.09,36.52,63.32,"CONTAINS: W TURK 101, 3BTL EA 1.75L, 750ML, & 375ML"
11009,2026-04,331640,331641,721059897501,295030,2026-04-01,2026-04-30,W TURKEY 101,199.99,3   B,3.0,B,27.09,20.57,63.32,"CONTAINS: W TURK 101, 3BTL EA 1.75L, 750ML, & 375ML"
11010,2026-04,331660,331641,721059893763,295030,2026-04-01,2026-04-30,W TURKEY 101 FLK 12P,199.99,3   B,3.0,B,12.59,9.56,63.32,"CONTAINS: W TURK 101, 3BTL EA 1.75L, 750ML, & 375ML"
11011,2026-04,331660,331661,721059893763,295030,2026-04-01,2026-04-30,W TURKEY 101 FLK 12P,114.99,3   B,3.0,B,12.59,10.27,25.95,"CONTAINS: W TURK 375ML,200ML,50ML 3 BTL EA"
11012,2026-04,331670,331661,721059892001,295030,2026-04-01,2026-04-30,W TURKEY 101 24P,114.99,3   B,3.0,B,7.49,6.11,25.95,"CONTAINS: W TURK 375ML,200ML,50ML 3 BTL EA"
11013,2026-04,331690,331661,721059895002,295030,2026-04-01,2026-04-30,W TURKEY 101 120/10,114.99,3   B,3.0,B,26.9,21.94,25.95,"CONTAINS: W TURK 375ML,200ML,50ML 3 BTL EA"
11014,2026-04,360020,360621,80686821120,463577,2026-04-01,2026-04-30,CANADIAN CLUB 6YR,65.0,1   B,1.0,B,21.5,16.24,21.0,CONTAINS: 3B 1.75L CANADIAN CLUB BLACKBERRY/1B 1.75L 6YR
11015,2026-04,360620,360621,80686010982,760445,2026-04-01,2026-04-30,CANADIAN CLUB BLKBRY,65.0,3   B,3.0,B,21.5,16.24,21.0,CONTAINS: 3B 1.75L CANADIAN CLUB BLACKBERRY/1B 1.75L 6YR
11016,2026-04,360040,360641,80686821052,463577,2026-04-01,2026-04-30,CANADIAN CLUB 6YR,40.0,1   B,1.0,B,14.09,10.56,13.36,CONTAINS: 3B 750ML CANADIAN CLUB BLACKBERRY/1B 750ML 6YR
11017,2026-04,360640,360641,80686010975,760444,2026-04-01,2026-04-30,CANADIAN CLUB BLKBRY,40.0,3   B,3.0,B,13.09,9.81,13.36,CONTAINS: 3B 750ML CANADIAN CLUB BLACKBERRY/1B 750ML 6YR
11018,2026-04,380540,380544,83664874521,568095,2026-04-01,2026-04-30,HUDSON SHORT STACK6P,249.99,3   B,3.0,B,55.09,41.66,80.55,CONTAINS: 750ML-3BTLS EACH SHORT STACK & BACK ROOM DEAL 6P
11019,2026-04,380840,380544,83664874538,568098,2026-04-01,2026-04-30,HUDSON BACK RM DL 6P,249.99,3   B,3.0,B,55.09,41.66,80.55,CONTAINS: 750ML-3BTLS EACH SHORT STACK & BACK ROOM DEAL 6P
11020,2026-04,380640,380641,83664874507,568097,2026-04-01,2026-04-30,HUDSON BR LT BRBN 6P,179.99,4   B,4.0,B,40.09,29.99,60.55,CONTAINS: 4BTL 750ML BRIGHT LIGHTS & 2BTL 750ML DO THE RT
11021,2026-04,380740,380641,83664874514,568096,2026-04-01,2026-04-30,HUDSON DTRT RYE 6P,179.99,2   B,2.0,B,40.09,29.99,60.55,CONTAINS: 4BTL 750ML BRIGHT LIGHTS & 2BTL 750ML DO THE RT
11022,2026-04,383020,383023,83664872497,568027,2026-04-01,2026-04-30,TULLAMORE DEW 6P,179.99,3   B,3.0,B,58.09,50.66,26.37,CONTAINS: 3BTLS-1.75L & 1BTL-750ML OF TULLAMORE DEW 4PK
11023,2026-04,383040,383023,83664872466,568027,2026-04-01,2026-04-30,TULLAMORE DEW 12P,179.99,1   B,1.0,B,32.09,27.98,26.37,CONTAINS: 3BTLS-1.75L & 1BTL-750ML OF TULLAMORE DEW 4PK
11024,2026-04,383040,383049,83664872466,568027,2026-04-01,2026-04-30,TULLAMORE DEW 12P,229.99,7   B,7.0,B,32.09,27.34,39.91,CONTAINS: 7BTLS-750ML TULLAMORE DEW & 3BTLS-375ML
11025,2026-04,383060,383049,83664873722,568027,2026-04-01,2026-04-30,TULLAMORE DEW 12P,229.99,3   B,3.0,B,15.09,12.85,39.91,CONTAINS: 7BTLS-750ML TULLAMORE DEW & 3BTLS-375ML
11026,2026-04,383020,383055,83664872497,568027,2026-04-01,2026-04-30,TULLAMORE DEW 6P,209.99,1   B,1.0,B,58.09,48.66,40.64,CONTAINS: TULLAMORE DEW 6BTLS-750ML & 1BTL 1.75L 7PK
11027,2026-04,383040,383055,83664872466,568027,2026-04-01,2026-04-30,TULLAMORE DEW 12P,209.99,6   B,6.0,B,32.09,26.88,40.64,CONTAINS: TULLAMORE DEW 6BTLS-750ML & 1BTL 1.75L 7PK
11028,2026-04,383540,383542,83664872510,568029,2026-04-01,2026-04-30,TULLAMORE 12YSPCRS6P,349.99,3   B,3.0,B,55.09,44.27,85.55,CONTAINS: TULLAMORE DEW-750ML 3BTL 12Y 2BTL 14Y & 1BTL18Y6P
11029,2026-04,3000140,383542,83664873524,568058,2026-04-01,2026-04-30,TULLAMORE DEW 14Y 6P,349.99,2   B,2.0,B,75.09,60.34,85.55,CONTAINS: TULLAMORE DEW-750ML 3BTL 12Y 2BTL 14Y & 1BTL18Y6P
11030,2026-04,3000240,383542,83664873562,568059,2026-04-01,2026-04-30,TULLAMORE DEW 18Y 6P,349.99,1   B,1.0,B,120.09,96.5,85.55,CONTAINS: TULLAMORE DEW-750ML 3BTL 12Y 2BTL 14Y & 1BTL18Y6P
11031,2026-04,387020,387022,87000700604,248900,2026-04-01,2026-04-30,CROWN ROYAL,404.99,3   B,3.0,B,51.09,45.0,54.82,"CONTAINS: 3BTL EA 1.75L DELUXE, APPLE, PEACH"
11032,2026-04,389120,387022,82000771593,361988,2026-04-01,2026-04-30,CROWN ROYAL APPLE,404.99,3   B,3.0,B,51.09,45.0,54.82,"CONTAINS: 3BTL EA 1.75L DELUXE, APPLE, PEACH"
11033,2026-04,389220,387022,82000795360,475216,2026-04-01,2026-04-30,CROWN ROYAL PEACH,404.99,3   B,3.0,B,51.09,45.0,54.82,"CONTAINS: 3BTL EA 1.75L DELUXE, APPLE, PEACH"
11034,2026-04,387030,387031,87000007246,248900,2026-04-01,2026-04-30,CROWN ROYAL,59.99,1   B,1.0,B,37.09,29.99,14.19,CONTAINS: 1BOTTLE EACH LITER DELUXE & PEACH
11035,2026-04,389230,387031,82000795377,475216,2026-04-01,2026-04-30,CROWN ROYAL PEACHBAR,59.99,1   B,1.0,B,37.09,29.99,14.19,CONTAINS: 1BOTTLE EACH LITER DELUXE & PEACH
11036,2026-04,387032,387034,87000007246,248900,2026-04-01,2026-04-30,CROWN ROYAL    -BAR,59.99,1   B,1.0,B,37.09,29.99,14.19,CONTAINS: 1BOTTLE EACH LITER ORIGINAL & APPLE
11037,2026-04,389133,387034,82000771586,361988,2026-04-01,2026-04-30,CROWN ROYAL APP BAR,59.99,1   B,1.0,B,37.09,29.99,14.19,CONTAINS: 1BOTTLE EACH LITER ORIGINAL & APPLE
11038,2026-04,387032,387035,87000007246,248900,2026-04-01,2026-04-30,CROWN ROYAL    -BAR,59.99,1   B,1.0,B,37.09,29.99,14.19,CONTAINS: 1BOTTLE EACH ORIGINAL AND BLACKBERRY
11039,2026-04,387530,387035,82000810001,665528,2026-04-01,2026-04-30,CROWN ROYAL BLCKBRY,59.99,1   B,1.0,B,37.09,29.99,14.19,CONTAINS: 1BOTTLE EACH ORIGINAL AND BLACKBERRY
11040,2026-04,387032,387036,87000007246,248900,2026-04-01,2026-04-30,CROWN ROYAL    -BAR,59.99,1   B,1.0,B,37.09,29.99,14.19,CONTAINS: 1BOTTLE EACH LITER DELUXE & PEACH
11041,2026-04,389230,387036,82000795377,475216,2026-04-01,2026-04-30,CROWN ROYAL PEACHBAR,59.99,1   B,1.0,B,37.09,29.99,14.19,CONTAINS: 1BOTTLE EACH LITER DELUXE & PEACH
11042,2026-04,387040,387055,87000007253,248900,2026-04-01,2026-04-30,CROWN ROYAL,287.08,3   B,3.0,B,30.09,23.92,74.0,"CONTAINS: 3BTL EA 750ML DELUXE,APPLE,BLACKBERRY,PEACH"
11043,2026-04,387540,387055,82000789550,665528,2026-04-01,2026-04-30,CROWN ROYAL BLACKBR,287.08,3   B,3.0,B,30.09,23.92,74.0,"CONTAINS: 3BTL EA 750ML DELUXE,APPLE,BLACKBERRY,PEACH"
11044,2026-04,389140,387055,82000771562,361988,2026-04-01,2026-04-30,CROWN ROYAL APPLE,287.08,3   B,3.0,B,30.09,23.92,74.0,"CONTAINS: 3BTL EA 750ML DELUXE,APPLE,BLACKBERRY,PEACH"
11045,2026-04,389240,387055,82000782919,475216,2026-04-01,2026-04-30,CROWN ROYAL PEACH,287.08,3   B,3.0,B,30.09,23.92,74.0,"CONTAINS: 3BTL EA 750ML DELUXE,APPLE,BLACKBERRY,PEACH"
11046,2026-04,387060,387074,87000007604,248900,2026-04-01,2026-04-30,CROWN ROYAL,134.99,3   B,3.0,B,14.99,11.24,44.89,"CONTAINS: 3BTL EA 375ML DELUXE,APPLE,BLACKBERRY, PEACH"
11047,2026-04,387560,387074,82000809531,665528,2026-04-01,2026-04-30,CROWN ROYAL BLACKBRY,134.99,3   B,3.0,B,14.99,11.24,44.89,"CONTAINS: 3BTL EA 375ML DELUXE,APPLE,BLACKBERRY, PEACH"
11048,2026-04,389160,387074,82000771555,361988,2026-04-01,2026-04-30,CROWN ROYAL APPLE,134.99,3   B,3.0,B,14.99,11.24,44.89,"CONTAINS: 3BTL EA 375ML DELUXE,APPLE,BLACKBERRY, PEACH"
11049,2026-04,389261,387074,82000795391,475216,2026-04-01,2026-04-30,CROWN ROYAL PEACH,134.99,3   B,3.0,B,14.99,11.24,44.89,"CONTAINS: 3BTL EA 375ML DELUXE,APPLE,BLACKBERRY, PEACH"
11050,2026-04,387530,387534,82000810001,665528,2026-04-01,2026-04-30,CROWN ROYAL BLCKBRY,59.99,1   B,1.0,B,37.09,29.99,14.19,CONTAINS: 1BT EA-LITER CROWN ROYAL BLK BERRY & APPLE BAR
11051,2026-04,389133,387534,82000771586,361988,2026-04-01,2026-04-30,CROWN ROYAL APP BAR,59.99,1   B,1.0,B,37.09,29.99,14.19,CONTAINS: 1BT EA-LITER CROWN ROYAL BLK BERRY & APPLE BAR
11052,2026-04,387840,387841,82000807971,697376,2026-04-01,2026-04-30,CROWN ROY WHSR BLCHR,79.99,3   B,3.0,B,18.99,17.47,6.95,CONTAINS: 3BTL EA 750ML & 375ML
11053,2026-04,387860,387841,82000807964,697376,2026-04-01,2026-04-30,CROWN ROY WHSR BCH12,79.99,3   B,3.0,B,9.99,9.19,6.95,CONTAINS: 3BTL EA 750ML & 375ML
